image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
person_nn_0.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334259867668152,0.5687666535377502,0.0,0.0,0.5453657507896423,0.6015191674232483,0.0,0.0,0.5590686202049255,0.6239227056503296,0.5215142369270325,0.637346625328064,0.5289331078529358,0.6375558376312256,0.5265858769416809,0.691007673740387,0.5309714674949646,0.6903881430625916,0.5226002931594849,0.7361777424812317,0.5251188278198242,0.737102746963501
person_nn_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334259867668152,0.5687666535377502,0.0,0.0,0.5453657507896423,0.6015191674232483,0.0,0.0,0.5590686202049255,0.6239227056503296,0.5215142369270325,0.637346625328064,0.5289331078529358,0.6375558376312256,0.5265858769416809,0.691007673740387,0.5309714674949646,0.6903881430625916,0.5226002931594849,0.7361777424812317,0.5251188278198242,0.737102746963501
person_nn_2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334259867668152,0.5687666535377502,0.0,0.0,0.5453657507896423,0.6015191674232483,0.0,0.0,0.5590686202049255,0.6239227056503296,0.5215142369270325,0.637346625328064,0.5289331078529358,0.6375558376312256,0.5265858769416809,0.691007673740387,0.5309714674949646,0.6903881430625916,0.5226002931594849,0.7361777424812317,0.5251188278198242,0.737102746963501
person_nn_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6797850131988525,0.5725799798965454,0.6729468107223511,0.5738086104393005,0.6750966906547546,0.6124218702316284,0.6644371747970581,0.6143693327903748,0.0,0.0,0.6631253957748413,0.6544564962387085,0.6805416941642761,0.6451178193092346,0.6741564273834229,0.6472814679145813,0.6936711072921753,0.6919522881507874,0.6695678234100342,0.6945153474807739,0.7026435732841492,0.7404628992080688,0.6641079783439636,0.7444956302642822
person_nn_4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6797850131988525,0.5725799798965454,0.6729468107223511,0.5738086104393005,0.6750966906547546,0.6124218702316284,0.6644371747970581,0.6143693327903748,0.0,0.0,0.6631253957748413,0.6544564962387085,0.6805416941642761,0.6451178193092346,0.6741564273834229,0.6472814679145813,0.6936711072921753,0.6919522881507874,0.6695678234100342,0.6945153474807739,0.7026435732841492,0.7404628992080688,0.6641079783439636,0.7444956302642822
person_nn_5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6679652333259583,0.5746381878852844,0.0,0.0,0.0,0.0,0.0,0.0,0.6707378029823303,0.6203950047492981,0.6723581552505493,0.6176912784576416,0.6630572080612183,0.6815924644470215,0.6837601661682129,0.6781704425811768,0.6622263789176941,0.7367190718650818,0.700817346572876,0.7320818305015564
person_nn_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6679652333259583,0.5746381878852844,0.0,0.0,0.0,0.0,0.0,0.0,0.6707378029823303,0.6203950047492981,0.6723581552505493,0.6176912784576416,0.6630572080612183,0.6815924644470215,0.6837601661682129,0.6781704425811768,0.6622263789176941,0.7367190718650818,0.700817346572876,0.7320818305015564
person_nn_7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6679652333259583,0.5746381878852844,0.0,0.0,0.0,0.0,0.0,0.0,0.6707378029823303,0.6203950047492981,0.6723581552505493,0.6176912784576416,0.6630572080612183,0.6815924644470215,0.6837601661682129,0.6781704425811768,0.6622263789176941,0.7367190718650818,0.700817346572876,0.7320818305015564
person_nn_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6627786755561829,0.5750863552093506,0.6876828670501709,0.5766403675079346,0.6548035740852356,0.612680196762085,0.6963475346565247,0.615354061126709,0.0,0.0,0.6979814171791077,0.649206817150116,0.665637195110321,0.6450648307800293,0.6819410920143127,0.6456776261329651,0.6672963500022888,0.6953971982002258,0.6806737184524536,0.696215808391571,0.6682751178741455,0.7426686882972717,0.6791433095932007,0.744066059589386
person_nn_9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6627786755561829,0.5750863552093506,0.6876828670501709,0.5766403675079346,0.6548035740852356,0.612680196762085,0.6963475346565247,0.615354061126709,0.0,0.0,0.6979814171791077,0.649206817150116,0.665637195110321,0.6450648307800293,0.6819410920143127,0.6456776261329651,0.6672963500022888,0.6953971982002258,0.6806737184524536,0.696215808391571,0.6682751178741455,0.7426686882972717,0.6791433095932007,0.744066059589386
